Date,Time,Biomass,Dissolved_oxygen,pH,T_heater,T_liquid,T_sensor,T_amb,Power,PWM_feed,PWM_heater
08-01-2024_13-21-42,376,0.03,0.0,-3.511,30.957,22.801,22.317,22.021,102.93,150.0,255.0
08-01-2024_13-21-43,376,0.03,0.0,-3.511,30.993,22.788,22.387,22.022,102.913,150.0,255.0
08-01-2024_13-21-43,376,0.03,0.0,-3.511,31.013,22.822,22.347,22.023,102.866,150.0,255.0
08-01-2024_13-21-43,377,0.03,0.0,-3.511,31.039,22.808,22.362,22.027,102.89,150.0,255.0
08-01-2024_13-21-43,377,0.03,0.0,-3.511,31.06,22.818,22.335,22.034,102.89,150.0,255.0
08-01-2024_13-21-44,377,0.03,0.0,-3.511,31.085,22.825,22.302,22.026,102.866,150.0,255.0
08-01-2024_13-21-44,377,0.03,0.0,-3.511,31.117,22.855,22.381,22.03,102.885,150.0,255.0
08-01-2024_13-21-44,378,0.03,0.0,-3.511,31.133,22.856,22.304,22.033,102.849,150.0,255.0
08-01-2024_13-21-44,378,0.03,0.0,-3.511,31.168,22.8,22.34,22.036,102.852,150.0,255.0
08-01-2024_13-21-45,378,0.031,0.0,-3.511,31.194,22.754,22.386,22.037,102.857,150.0,255.0
08-01-2024_13-21-45,378,0.03,0.0,-3.511,31.218,22.804,22.298,22.038,102.824,150.0,255.0
08-01-2024_13-21-45,379,0.03,0.0,-3.511,31.239,22.793,22.355,22.044,102.798,150.0,255.0
08-01-2024_13-21-45,379,0.03,0.0,-3.511,31.274,22.828,22.395,22.049,102.809,150.0,255.0
08-01-2024_13-21-46,379,0.03,0.0,-3.511,31.296,22.835,22.442,22.051,102.805,150.0,255.0
08-01-2024_13-21-46,379,0.03,0.0,-3.511,31.308,22.826,22.36,22.049,102.791,150.0,255.0
08-01-2024_13-21-46,380,0.03,0.0,-3.511,31.348,22.881,22.425,22.058,102.778,150.0,255.0
08-01-2024_13-21-46,380,0.03,0.0,-3.511,31.376,22.835,22.395,22.064,102.745,150.0,255.0
08-01-2024_13-21-47,380,0.03,0.0,-3.511,31.386,22.816,22.447,22.066,102.716,150.0,255.0
08-01-2024_13-21-47,380,0.03,0.0,-3.511,31.411,22.87,22.404,22.075,102.735,150.0,255.0
08-01-2024_13-21-47,381,0.03,0.0,-3.511,31.443,22.853,22.365,22.08,102.718,150.0,255.0
08-01-2024_13-21-47,381,0.03,0.0,-3.511,31.465,22.813,22.42,22.085,102.731,150.0,255.0
08-01-2024_13-21-48,381,0.03,0.0,-3.511,31.489,22.826,22.455,22.097,102.67,150.0,255.0
08-01-2024_13-21-48,381,0.03,0.0,-3.511,31.511,22.795,22.372,22.091,102.667,150.0,255.0
08-01-2024_13-21-48,382,0.03,0.0,-3.511,31.539,22.83,22.376,22.09,102.663,150.0,255.0
08-01-2024_13-21-48,382,0.03,0.0,-3.511,31.55,22.886,22.26,22.089,102.671,150.0,255.0
08-01-2024_13-21-49,382,0.03,0.0,-3.511,31.587,22.849,22.435,22.092,102.654,150.0,255.0
08-01-2024_13-21-49,382,0.03,0.0,-3.511,31.616,22.81,22.453,22.091,102.638,150.0,255.0
08-01-2024_13-21-49,383,0.03,0.0,-3.511,31.645,22.812,22.467,22.093,102.643,150.0,255.0
08-01-2024_13-21-49,383,0.03,0.0,-3.511,31.664,22.845,22.342,22.095,102.63,150.0,255.0
08-01-2024_13-21-50,383,0.03,0.0,-3.511,31.692,22.834,22.375,22.087,102.618,150.0,255.0
08-01-2024_13-21-50,383,0.03,0.0,-3.511,31.711,22.813,22.344,22.093,102.648,150.0,255.0
08-01-2024_13-21-50,384,0.03,0.0,-3.511,31.737,22.87,22.419,22.099,102.627,150.0,255.0
08-01-2024_13-21-50,384,0.03,0.0,-3.511,31.756,22.845,22.36,22.093,102.61,150.0,255.0
08-01-2024_13-21-51,384,0.03,0.0,-3.511,31.78,22.84,22.371,22.092,102.571,150.0,255.0
08-01-2024_13-21-51,384,0.031,0.0,-3.511,31.803,22.876,22.349,22.09,102.573,150.0,255.0
08-01-2024_13-21-51,385,0.031,0.0,-3.511,31.835,22.919,22.421,22.094,102.563,150.0,255.0
08-01-2024_13-21-51,385,0.03,0.0,-3.511,31.86,22.856,22.372,22.097,102.561,150.0,255.0
08-01-2024_13-21-52,385,0.03,0.0,-3.511,31.887,22.771,22.332,22.091,102.579,150.0,255.0
08-01-2024_13-21-52,385,0.03,0.0,-3.511,31.895,22.905,22.402,22.088,102.52,150.0,255.0
08-01-2024_13-21-52,386,0.03,0.0,-3.511,31.925,22.876,22.364,22.088,102.544,150.0,255.0
08-01-2024_13-21-52,386,0.03,0.0,-3.511,31.956,22.764,22.406,22.091,102.538,150.0,255.0
08-01-2024_13-21-53,386,0.03,0.0,-3.511,31.976,22.892,22.393,22.091,102.503,150.0,255.0
08-01-2024_13-21-53,386,0.03,0.0,-3.511,32.002,22.841,22.356,22.089,102.475,150.0,255.0
08-01-2024_13-21-53,387,0.03,0.0,-3.511,32.016,22.881,22.37,22.093,102.475,150.0,255.0
08-01-2024_13-21-53,387,0.03,0.0,-3.511,32.035,22.857,22.37,22.096,102.504,150.0,255.0
08-01-2024_13-21-54,387,0.03,0.0,-3.511,32.068,22.865,22.391,22.088,102.454,150.0,255.0
08-01-2024_13-21-54,387,0.03,0.0,-3.511,32.087,22.873,22.347,22.097,102.467,150.0,255.0
08-01-2024_13-21-54,388,0.03,0.0,-3.511,32.114,22.878,22.353,22.099,102.48,150.0,255.0
08-01-2024_13-21-54,388,0.03,0.0,-3.511,32.13,22.913,22.349,22.097,102.439,150.0,255.0
08-01-2024_13-21-55,388,0.03,0.0,-3.511,32.159,22.856,22.432,22.098,102.413,150.0,255.0
08-01-2024_13-21-55,388,0.03,0.0,-3.511,32.19,22.883,22.378,22.095,102.44,150.0,255.0
08-01-2024_13-21-55,389,0.03,0.0,-3.511,32.203,22.909,22.446,22.093,102.451,150.0,255.0
08-01-2024_13-21-55,389,0.03,0.0,-3.511,32.227,22.915,22.373,22.096,102.42,150.0,255.0
08-01-2024_13-21-56,389,0.03,0.0,-3.511,32.25,22.876,22.331,22.098,102.391,150.0,255.0
08-01-2024_13-21-56,389,0.03,0.0,-3.511,32.271,22.847,22.437,22.096,102.383,150.0,255.0
08-01-2024_13-21-56,390,0.03,0.0,-3.511,32.292,22.855,22.36,22.097,102.372,150.0,255.0
08-01-2024_13-21-56,390,0.03,0.0,-3.511,32.322,22.915,22.423,22.101,102.352,150.0,255.0
08-01-2024_13-21-57,390,0.03,0.0,-3.511,32.353,22.876,22.469,22.104,102.314,150.0,255.0
08-01-2024_13-21-57,390,0.031,0.0,-3.511,32.371,22.865,22.396,22.107,102.341,150.0,255.0
08-01-2024_13-21-57,391,0.031,0.0,-3.511,32.393,22.879,22.373,22.109,102.301,150.0,255.0
08-01-2024_13-21-57,391,0.03,0.0,-3.511,32.411,22.862,22.455,22.113,102.336,150.0,255.0
08-01-2024_13-21-58,391,0.03,0.0,-3.511,32.437,22.925,22.489,22.109,102.329,150.0,255.0
08-01-2024_13-21-58,391,0.03,0.0,-3.511,32.466,22.914,22.347,22.113,102.287,150.0,255.0
08-01-2024_13-21-58,392,0.03,0.0,-3.511,32.499,22.879,22.444,22.121,102.297,150.0,255.0
08-01-2024_13-21-58,392,0.03,0.0,-3.511,32.511,22.91,22.395,22.13,102.308,150.0,255.0
08-01-2024_13-21-59,392,0.03,0.0,-3.511,32.528,22.894,22.479,22.13,102.283,150.0,255.0
08-01-2024_13-21-59,392,0.03,0.0,-3.511,32.557,22.842,22.399,22.126,102.316,150.0,255.0
08-01-2024_13-21-59,393,0.03,0.0,-3.511,32.581,22.879,22.348,22.134,102.317,150.0,255.0
08-01-2024_13-21-59,393,0.03,0.0,-3.511,32.603,22.862,22.346,22.126,102.26,150.0,255.0
08-01-2024_13-22-00,393,0.03,0.0,-3.511,32.625,22.926,22.365,22.136,102.253,150.0,255.0
08-01-2024_13-22-00,393,0.03,0.0,-3.511,32.639,22.887,22.396,22.133,102.265,150.0,255.0
08-01-2024_13-22-00,394,0.03,0.0,-3.511,32.67,22.893,22.411,22.133,102.217,150.0,255.0
08-01-2024_13-22-00,394,0.03,0.0,-3.511,32.683,22.895,22.443,22.135,102.208,150.0,255.0
08-01-2024_13-22-01,394,0.03,0.0,-3.511,32.709,22.907,22.344,22.137,102.184,150.0,255.0
08-01-2024_13-22-01,394,0.03,0.0,-3.511,32.726,22.934,22.383,22.13,102.181,150.0,255.0
08-01-2024_13-22-01,395,0.03,0.0,-3.511,32.756,22.872,22.319,22.135,102.199,150.0,255.0
08-01-2024_13-22-01,395,0.03,0.0,-3.511,32.772,22.934,22.463,22.135,102.199,150.0,255.0
08-01-2024_13-22-02,395,0.03,0.0,-3.511,32.799,22.92,22.449,22.128,102.192,150.0,255.0
08-01-2024_13-22-02,395,0.03,0.0,-3.511,32.814,22.794,22.441,22.134,102.18,150.0,255.0
08-01-2024_13-22-02,396,0.03,0.0,-3.511,32.842,22.931,22.353,22.13,102.17,150.0,255.0
08-01-2024_13-22-02,396,0.03,0.0,-3.511,32.86,22.921,22.384,22.134,102.2,150.0,255.0
08-01-2024_13-22-03,396,0.03,0.0,-3.511,32.885,22.929,22.471,22.133,102.177,150.0,255.0
08-01-2024_13-22-03,396,0.03,0.0,-3.511,32.899,22.962,22.424,22.134,102.158,150.0,255.0
08-01-2024_13-22-03,397,0.031,0.0,-3.511,32.924,22.899,22.364,22.131,102.124,150.0,255.0
08-01-2024_13-22-03,397,0.031,0.0,-3.511,32.938,22.87,22.431,22.13,102.122,150.0,255.0
08-01-2024_13-22-04,397,0.03,0.0,-3.511,32.956,22.906,22.434,22.133,102.096,150.0,255.0
08-01-2024_13-22-04,397,0.03,0.0,-3.511,32.979,22.945,22.424,22.131,102.112,150.0,255.0
08-01-2024_13-22-04,398,0.03,0.0,-3.511,33.006,22.908,22.421,22.138,102.076,150.0,255.0
08-01-2024_13-22-04,398,0.03,0.0,-3.511,33.018,22.938,22.336,22.132,102.094,150.0,255.0
08-01-2024_13-22-05,398,0.03,0.0,-3.511,33.044,23.0,22.33,22.136,102.079,150.0,255.0
08-01-2024_13-22-05,398,0.03,0.0,-3.511,33.066,22.927,22.382,22.134,102.06,150.0,255.0
08-01-2024_13-22-05,399,0.03,0.0,-3.511,33.084,22.95,22.429,22.137,102.06,150.0,255.0
08-01-2024_13-22-05,399,0.03,0.0,-3.511,33.103,22.915,22.445,22.144,102.06,150.0,255.0
08-01-2024_13-22-06,399,0.03,0.0,-3.511,33.117,22.954,22.352,22.149,102.066,150.0,255.0
08-01-2024_13-22-06,399,0.03,0.0,-3.511,33.148,22.941,22.471,22.148,102.023,150.0,255.0
08-01-2024_13-22-06,400,0.03,0.0,-3.511,33.154,22.98,22.473,22.148,102.014,150.0,255.0
08-01-2024_13-22-06,400,0.03,0.0,-3.511,33.179,22.983,22.373,22.154,102.03,150.0,255.0
08-01-2024_13-22-07,400,0.03,0.0,-3.511,33.197,22.964,22.467,22.156,101.984,150.0,255.0
08-01-2024_13-22-07,400,0.03,0.0,-3.511,33.215,22.873,22.481,22.156,101.992,150.0,255.0
08-01-2024_13-22-07,401,0.03,0.0,-3.511,33.242,22.897,22.409,22.155,101.981,150.0,255.0
08-01-2024_13-22-07,401,0.03,0.0,-3.511,33.26,22.968,22.41,22.158,102.027,150.0,255.0
08-01-2024_13-22-08,401,0.03,0.0,-3.511,33.282,22.926,22.516,22.16,102.006,150.0,255.0
08-01-2024_13-22-08,401,0.03,0.0,-3.511,33.295,22.907,22.457,22.156,101.984,150.0,255.0
08-01-2024_13-22-08,402,0.03,0.0,-3.511,33.319,22.922,22.445,22.157,101.966,150.0,255.0
08-01-2024_13-22-08,402,0.03,0.0,-3.511,33.33,22.952,22.443,22.164,101.998,150.0,255.0
08-01-2024_13-22-09,402,0.03,0.0,-3.511,33.358,22.928,22.409,22.166,101.949,150.0,255.0
08-01-2024_13-22-09,402,0.03,0.0,-3.511,33.364,23.007,22.431,22.165,101.945,150.0,255.0
08-01-2024_13-22-09,403,0.031,0.0,-3.511,33.379,22.931,22.421,22.165,101.915,150.0,255.0
08-01-2024_13-22-09,403,0.031,0.0,-3.511,33.41,22.993,22.443,22.166,101.926,150.0,255.0
08-01-2024_13-22-10,403,0.03,0.0,-3.511,33.421,22.914,22.455,22.167,101.935,150.0,255.0
08-01-2024_13-22-10,403,0.03,0.0,-3.511,33.454,22.991,22.405,22.175,101.892,150.0,255.0
08-01-2024_13-22-10,404,0.03,0.0,-3.511,33.461,23.005,22.441,22.169,101.902,150.0,255.0
08-01-2024_13-22-10,404,0.03,0.0,-3.511,33.485,22.973,22.516,22.171,101.896,150.0,255.0
08-01-2024_13-22-11,404,0.03,0.0,-3.511,33.501,22.965,22.432,22.168,101.937,150.0,255.0
08-01-2024_13-22-11,404,0.03,0.0,-3.511,33.522,23.014,22.339,22.165,101.901,150.0,255.0
08-01-2024_13-22-11,405,0.03,0.0,-3.511,33.549,22.912,22.409,22.166,101.88,150.0,255.0
08-01-2024_13-22-11,405,0.03,0.0,-3.511,33.575,23.016,22.409,22.164,101.901,150.0,255.0
08-01-2024_13-22-12,405,0.03,0.0,-3.511,33.583,23.019,22.461,22.168,101.882,150.0,255.0
08-01-2024_13-22-12,405,0.03,0.0,-3.511,33.61,22.977,22.388,22.168,101.875,150.0,255.0
08-01-2024_13-22-12,406,0.03,0.0,-3.511,33.63,22.988,22.436,22.166,101.841,150.0,255.0
08-01-2024_13-22-12,406,0.03,0.0,-3.511,33.65,22.978,22.417,22.17,101.841,150.0,255.0
08-01-2024_13-22-13,406,0.03,0.0,-3.511,33.666,23.017,22.47,22.167,101.798,150.0,255.0
08-01-2024_13-22-13,406,0.03,0.0,-3.511,33.689,22.982,22.496,22.171,101.815,150.0,255.0
08-01-2024_13-22-13,407,0.03,0.0,-3.511,33.709,23.02,22.517,22.171,101.858,150.0,255.0
08-01-2024_13-22-13,407,0.03,0.0,-3.511,33.729,22.951,22.521,22.17,101.822,150.0,255.0
08-01-2024_13-22-14,407,0.03,0.0,-3.511,33.758,22.987,22.445,22.166,101.766,150.0,255.0
08-01-2024_13-22-14,407,0.03,0.0,-3.511,33.774,22.922,22.419,22.167,101.78,150.0,255.0
08-01-2024_13-22-14,408,0.03,0.0,-3.511,33.792,23.058,22.474,22.177,101.78,150.0,255.0
08-01-2024_13-22-14,408,0.03,0.0,-3.511,33.813,22.914,22.47,22.172,101.769,150.0,255.0
08-01-2024_13-22-15,408,0.031,0.0,-3.511,33.832,23.026,22.49,22.175,101.794,150.0,255.0
08-01-2024_13-22-15,408,0.031,0.0,-3.511,33.85,23.0,22.41,22.173,101.762,150.0,255.0
08-01-2024_13-22-15,409,0.03,0.0,-3.511,33.866,22.943,22.495,22.168,101.728,150.0,255.0
08-01-2024_13-22-15,409,0.03,0.0,-3.511,33.882,22.991,22.43,22.169,101.732,150.0,255.0
08-01-2024_13-22-16,409,0.03,0.0,-3.511,33.901,23.0,22.512,22.167,101.699,150.0,255.0
08-01-2024_13-22-16,409,0.03,0.0,-3.511,33.911,22.962,22.466,22.172,101.705,150.0,255.0
08-01-2024_13-22-16,410,0.03,0.0,-3.511,33.933,23.022,22.424,22.169,101.723,150.0,255.0
08-01-2024_13-22-16,410,0.03,0.0,-3.511,33.953,22.944,22.463,22.17,101.703,150.0,255.0
08-01-2024_13-22-17,410,0.03,0.0,-3.511,33.966,22.998,22.372,22.166,101.652,150.0,255.0
08-01-2024_13-22-17,410,0.03,0.0,-3.511,33.984,23.072,22.367,22.165,101.698,150.0,255.0
08-01-2024_13-22-17,411,0.03,0.0,-3.511,33.998,23.036,22.432,22.166,101.674,150.0,255.0
08-01-2024_13-22-17,411,0.03,0.0,-3.511,34.024,23.057,22.454,22.161,101.67,150.0,255.0
08-01-2024_13-22-18,411,0.03,0.0,-3.511,34.038,22.966,22.442,22.157,101.662,150.0,255.0
08-01-2024_13-22-18,411,0.03,0.0,-3.511,34.058,22.997,22.46,22.158,101.643,150.0,255.0
08-01-2024_13-22-18,412,0.03,0.0,-3.511,34.075,22.968,22.498,22.162,101.685,150.0,255.0
08-01-2024_13-22-18,412,0.03,0.0,-3.511,34.092,22.991,22.449,22.157,101.62,150.0,255.0
08-01-2024_13-22-19,412,0.03,0.0,-3.511,34.112,22.976,22.502,22.156,101.653,150.0,255.0
08-01-2024_13-22-19,412,0.03,0.0,-3.511,34.119,22.961,22.488,22.155,101.679,150.0,255.0
08-01-2024_13-22-19,413,0.03,0.0,-3.511,34.145,22.992,22.405,22.154,101.666,150.0,255.0
08-01-2024_13-22-20,413,0.03,0.0,-3.511,34.162,23.014,22.555,22.156,101.632,150.0,255.0
08-01-2024_13-22-20,413,0.03,0.0,-3.511,34.185,23.041,22.461,22.147,101.601,150.0,255.0
08-01-2024_13-22-20,413,0.031,0.0,-3.511,34.209,22.987,22.438,22.15,101.654,150.0,255.0
08-01-2024_13-22-20,414,0.031,0.0,-3.511,34.225,23.032,22.547,22.149,101.628,150.0,255.0
08-01-2024_13-22-21,414,0.03,0.0,-3.511,34.242,23.0,22.57,22.144,101.591,150.0,255.0
08-01-2024_13-22-21,414,0.03,0.0,-3.511,34.262,22.928,22.473,22.15,101.563,150.0,255.0
08-01-2024_13-22-21,414,0.03,0.0,-3.511,34.274,22.983,22.414,22.148,101.58,150.0,255.0
08-01-2024_13-22-21,415,0.03,0.0,-3.511,34.301,23.09,22.501,22.146,101.569,150.0,255.0
08-01-2024_13-22-22,415,0.03,0.0,-3.511,34.318,23.05,22.496,22.148,101.603,150.0,255.0
08-01-2024_13-22-22,415,0.03,0.0,-3.511,34.35,23.05,22.532,22.142,101.589,150.0,255.0
08-01-2024_13-22-22,415,0.03,0.0,-3.511,34.373,22.988,22.458,22.143,101.575,150.0,255.0
08-01-2024_13-22-22,416,0.03,0.0,-3.511,34.385,23.034,22.522,22.142,101.538,150.0,255.0
08-01-2024_13-22-23,416,0.03,0.0,-3.511,34.405,23.02,22.508,22.145,101.541,150.0,255.0
08-01-2024_13-22-23,416,0.03,0.0,-3.511,34.423,23.061,22.504,22.136,101.532,150.0,255.0
08-01-2024_13-22-23,416,0.03,0.0,-3.511,34.444,23.094,22.399,22.141,101.521,150.0,255.0
08-01-2024_13-22-23,417,0.03,0.0,-3.511,34.467,23.085,22.596,22.137,101.537,150.0,255.0
08-01-2024_13-22-24,417,0.03,0.0,-3.511,34.503,23.012,22.464,22.135,101.536,150.0,255.0
08-01-2024_13-22-24,417,0.03,0.0,-3.511,34.517,23.074,22.388,22.144,101.521,150.0,255.0
08-01-2024_13-22-24,417,0.03,0.0,-3.511,34.541,23.118,22.478,22.138,101.507,150.0,255.0
08-01-2024_13-22-24,418,0.03,0.0,-3.511,34.558,23.056,22.557,22.133,101.479,150.0,255.0
08-01-2024_13-22-25,418,0.03,0.0,-3.511,34.588,23.072,22.531,22.134,101.496,150.0,255.0
08-01-2024_13-22-25,418,0.03,0.0,-3.511,34.605,23.094,22.516,22.139,101.486,150.0,255.0
08-01-2024_13-22-25,418,0.031,0.0,-3.511,34.636,23.033,22.447,22.138,101.456,150.0,255.0
08-01-2024_13-22-25,419,0.031,0.0,-3.511,34.653,23.089,22.493,22.131,101.488,150.0,255.0
08-01-2024_13-22-26,419,0.03,0.0,-3.511,34.674,23.029,22.499,22.138,101.468,150.0,255.0
08-01-2024_13-22-26,419,0.03,0.0,-3.511,34.697,23.118,22.586,22.136,101.459,150.0,255.0
08-01-2024_13-22-26,419,0.03,0.0,-3.511,34.716,23.072,22.543,22.13,101.455,150.0,255.0
08-01-2024_13-22-26,420,0.03,0.0,-3.511,34.738,23.129,22.458,22.143,101.45,150.0,255.0
08-01-2024_13-22-27,420,0.03,0.0,-3.511,34.76,23.064,22.498,22.136,101.451,150.0,255.0
08-01-2024_13-22-27,420,0.03,0.0,-3.511,34.784,23.097,22.502,22.132,101.444,150.0,255.0
08-01-2024_13-22-27,420,0.03,0.0,-3.511,34.799,23.117,22.458,22.129,101.45,150.0,255.0
08-01-2024_13-22-27,421,0.03,0.0,-3.511,34.823,23.06,22.518,22.133,101.411,150.0,255.0
08-01-2024_13-22-28,421,0.03,0.0,-3.511,34.844,22.993,22.545,22.13,101.418,150.0,255.0
08-01-2024_13-22-28,421,0.03,0.0,-3.511,34.864,23.072,22.446,22.13,101.407,150.0,255.0
08-01-2024_13-22-28,421,0.03,0.0,-3.511,34.886,23.091,22.557,22.121,101.394,150.0,255.0
08-01-2024_13-22-28,422,0.03,0.0,-3.511,34.906,23.063,22.549,22.124,101.391,150.0,255.0
08-01-2024_13-22-29,422,0.03,0.0,-3.511,34.927,23.15,22.509,22.131,101.388,150.0,255.0
08-01-2024_13-22-29,422,0.03,0.0,-3.511,34.952,23.054,22.556,22.126,101.364,150.0,255.0
08-01-2024_13-22-29,422,0.03,0.0,-3.511,34.97,23.081,22.523,22.122,101.369,150.0,255.0
08-01-2024_13-22-29,423,0.03,0.0,-3.511,35.002,23.114,22.448,22.126,101.401,150.0,255.0
08-01-2024_13-22-30,423,0.03,0.0,-3.511,35.014,23.128,22.589,22.128,101.398,150.0,255.0
08-01-2024_13-22-30,423,0.03,0.0,-3.511,35.039,23.097,22.518,22.126,101.387,150.0,255.0
08-01-2024_13-22-30,423,0.03,0.0,-3.511,35.059,23.109,22.461,22.126,101.344,150.0,255.0
08-01-2024_13-22-30,424,0.031,0.0,-3.511,35.094,23.079,22.525,22.12,101.361,150.0,255.0
08-01-2024_13-22-31,424,0.031,0.0,-3.511,35.103,23.055,22.493,22.124,101.335,150.0,255.0
08-01-2024_13-22-31,424,0.03,0.0,-3.511,35.118,23.032,22.5,22.124,101.33,150.0,255.0
08-01-2024_13-22-31,424,0.03,0.0,-3.511,35.143,23.08,22.51,22.125,101.335,150.0,255.0
08-01-2024_13-22-31,425,0.03,0.0,-3.511,35.165,23.119,22.509,22.125,101.34,150.0,255.0
08-01-2024_13-22-32,425,0.03,0.0,-3.511,35.194,23.101,22.431,22.128,101.332,150.0,255.0
08-01-2024_13-22-32,425,0.03,0.0,-3.511,35.209,23.076,22.589,22.123,101.346,150.0,255.0
08-01-2024_13-22-32,426,0.03,0.0,-3.511,35.228,23.145,22.562,22.123,101.357,150.0,255.0
08-01-2024_13-22-32,426,0.03,0.0,-3.511,35.256,23.143,22.558,22.121,101.304,150.0,255.0
08-01-2024_13-22-33,426,0.03,0.0,-3.511,35.271,23.099,22.576,22.126,101.328,150.0,255.0
08-01-2024_13-22-33,426,0.03,0.0,-3.511,35.295,23.126,22.569,22.126,101.331,150.0,255.0
08-01-2024_13-22-33,427,0.03,0.0,-3.511,35.316,23.122,22.542,22.126,101.28,150.0,255.0
08-01-2024_13-22-33,427,0.03,0.0,-3.511,35.326,23.089,22.458,22.129,101.321,150.0,255.0
08-01-2024_13-22-34,427,0.03,0.0,-3.511,35.354,23.107,22.566,22.13,101.288,150.0,255.0
08-01-2024_13-22-34,427,0.03,0.0,-3.511,35.375,23.11,22.522,22.13,101.265,150.0,255.0
08-01-2024_13-22-34,428,0.03,0.0,-3.511,35.392,23.126,22.564,22.126,101.289,150.0,255.0
08-01-2024_13-22-34,428,0.03,0.0,-3.511,35.403,23.134,22.572,22.127,101.223,150.0,255.0
08-01-2024_13-22-35,428,0.03,0.0,-3.511,35.424,23.086,22.527,22.126,101.236,150.0,255.0
08-01-2024_13-22-35,428,0.03,0.0,-3.511,35.442,23.141,22.575,22.128,101.244,150.0,255.0
08-01-2024_13-22-35,429,0.03,0.0,-3.511,35.458,23.101,22.544,22.132,101.221,150.0,255.0
08-01-2024_13-22-35,429,0.03,0.0,-3.511,35.485,23.138,22.572,22.132,101.222,150.0,255.0
08-01-2024_13-22-36,429,0.03,0.0,-3.511,35.496,23.138,22.65,22.136,101.211,150.0,255.0
08-01-2024_13-22-36,429,0.03,0.0,-3.511,35.517,23.102,22.562,22.134,101.216,150.0,255.0
08-01-2024_13-22-36,430,0.031,0.0,-3.511,35.532,23.104,22.476,22.137,101.192,150.0,255.0
08-01-2024_13-22-36,430,0.031,0.0,-3.511,35.559,23.162,22.608,22.136,101.226,150.0,255.0
08-01-2024_13-22-37,430,0.03,0.0,-3.511,35.567,23.18,22.48,22.139,101.24,150.0,255.0
08-01-2024_13-22-37,430,0.03,0.0,-3.511,35.573,23.114,22.552,22.135,101.2,150.0,255.0
08-01-2024_13-22-37,431,0.03,0.0,-3.511,35.605,23.103,22.56,22.142,101.19,150.0,255.0
08-01-2024_13-22-37,431,0.03,0.0,-3.511,35.611,23.108,22.611,22.138,101.198,150.0,255.0
08-01-2024_13-22-38,431,0.03,0.0,-3.511,35.637,23.114,22.615,22.145,101.191,150.0,255.0
08-01-2024_13-22-38,431,0.03,0.0,-3.511,35.645,23.185,22.607,22.136,101.197,150.0,255.0
08-01-2024_13-22-38,432,0.03,0.0,-3.511,35.665,23.161,22.612,22.144,101.182,150.0,255.0
08-01-2024_13-22-38,432,0.03,0.0,-3.511,35.683,23.186,22.619,22.144,101.142,150.0,255.0
08-01-2024_13-22-39,432,0.03,0.0,-3.511,35.695,23.194,22.568,22.141,101.163,150.0,255.0
08-01-2024_13-22-39,432,0.03,0.0,-3.511,35.709,23.114,22.644,22.148,101.192,150.0,255.0
08-01-2024_13-22-39,433,0.03,0.0,-3.511,35.732,23.13,22.605,22.141,101.146,150.0,255.0
08-01-2024_13-22-39,433,0.03,0.0,-3.511,35.74,23.155,22.651,22.143,101.131,150.0,255.0
08-01-2024_13-22-40,433,0.03,0.0,-3.511,35.762,23.183,22.663,22.146,101.129,150.0,255.0
08-01-2024_13-22-40,433,0.03,0.0,-3.511,35.769,23.136,22.589,22.143,101.116,150.0,255.0
08-01-2024_13-22-40,434,0.03,0.0,-3.511,35.79,23.174,22.579,22.14,101.096,150.0,255.0
08-01-2024_13-22-40,434,0.03,0.0,-3.511,35.797,23.173,22.55,22.147,101.093,150.0,255.0
08-01-2024_13-22-41,434,0.03,0.0,-3.511,35.81,23.064,22.636,22.144,101.088,150.0,255.0
08-01-2024_13-22-41,434,0.03,0.0,-3.511,35.841,23.181,22.666,22.148,101.092,150.0,255.0
08-01-2024_13-22-41,435,0.03,0.0,-3.511,35.839,23.174,22.62,22.156,101.088,150.0,255.0
08-01-2024_13-22-41,435,0.03,0.0,-3.511,35.865,23.221,22.617,22.152,101.067,150.0,255.0
08-01-2024_13-22-42,435,0.03,0.0,-3.511,35.891,23.176,22.575,22.158,101.086,150.0,255.0
08-01-2024_13-22-42,435,0.03,0.0,-3.511,35.894,23.15,22.656,22.158,101.098,150.0,255.0
08-01-2024_13-22-42,436,0.03,0.0,-3.511,35.915,23.153,22.594,22.158,101.094,150.0,255.0
08-01-2024_13-22-42,436,0.03,0.0,-3.511,35.93,23.226,22.616,22.159,101.073,150.0,255.0
08-01-2024_13-22-43,436,0.031,0.0,-3.511,35.944,23.167,22.63,22.168,101.095,150.0,255.0
08-01-2024_13-22-43,436,0.03,0.0,-3.511,35.958,23.248,22.612,22.169,101.048,150.0,255.0
08-01-2024_13-22-43,437,0.03,0.0,-3.511,35.971,23.102,22.599,22.175,101.05,150.0,255.0
08-01-2024_13-22-43,437,0.03,0.0,-3.511,35.981,23.189,22.589,22.182,101.032,150.0,255.0
08-01-2024_13-22-44,437,0.03,0.0,-3.511,36.003,23.146,22.638,22.191,101.066,150.0,255.0
08-01-2024_13-22-44,437,0.03,0.0,-3.511,36.019,23.176,22.64,22.2,101.066,150.0,255.0
08-01-2024_13-22-44,438,0.03,0.0,-3.511,36.03,23.175,22.705,22.209,101.03,150.0,255.0
08-01-2024_13-22-44,438,0.03,0.0,-3.511,36.043,23.235,22.569,22.211,101.012,150.0,255.0
